
133
13
13
12
7
4
5
3
4
6
2
1
2
1
2
1
1
2
12
4
1
9
1
1
3
1
2
1
1
2
2
1
5
6
2
1
1
2
6
2
2
1
2
8
2
3
2
1
1
1
1
4
2
3
3
7
5
2
2
3
3
1
4
2
2
4
4
2
3
7
4
1
6
1
2
7
2
2
2
7
7
1
3
2
3
8
1
1
2
4
7
5
4
4
9
2
7
